Client Order ID,Instrument,Side,Price,Quantity
aaa18397,Rose,1,76.49,0
aaa18398,Lavender,2,21.01,560
aaa18399,Rose,2,55.49,710
aaa18400,Tulip,2,88.02,300
aaa18401,Lotus,2,54.51,190
aaa18402,Rose,1,25.04,30
aaa18403,Tulip,2,17.79,590
aaa18404,Tulip,1,54.40,390
aaa18405,Rose,1,45.08,730
aaa18406,Lotus,2,41.31,240
aaa18407,Lotus,2,76.91,590
aaa18408,Lotus,2,68.93,560
aaa18409,Tulip,1,15.60,580
aaa18410,Rose,2,64.37,490
aaa18411,Orchid,1,94.91,500
aaa18412,Rose,2,23.78,660
aaa18413,Lotus,2,30.23,370
aaa18414,Tulip,2,19.15,780
aaa18415,Rose,2,20.21,820
aaa18416,Lotus,2,30.44,890
aaa18417,Lavender,2,8.24,110
aaa18418,Tulip,2,34.39,160
aaa18419,Lavender,1,23.49,690
aaa18420,Orchid,2,67.28,940
aaa18421,Lotus,1,81.60,590
aaa18422,Orchid,2,94.80,190
aaa18423,Lavender,2,14.42,420
aaa18424,Orchid,1,44.53,750
aaa18425,Lotus,1,78.96,470
aaa18426,Lotus,1,1.34,190
aaa18427,Rose,1,52.81,830
aaa18428,Lotus,2,40.91,110
aaa18429,Lotus,1,8.45,320
aaa18430,Rose,2,30.08,510
aaa18431,Lotus,1,79.10,110
aaa18432,Rose,2,59.82,50
aaa18433,Tulip,2,5.18,180
aaa18434,Orchid,2,72.57,940
aaa18435,Orchid,1,50.50,360
aaa18436,Rose,2,11.73,510
aaa18437,Orchid,2,96.04,670
aaa18438,Rose,2,7.20,150
aaa18439,Rose,2,41.54,480
aaa18440,Tulip,2,57.16,610
aaa18441,Lavender,1,87.90,690
aaa18442,Rose,1,78.06,380
aaa18443,Orchid,1,89.83,820
aaa18444,Orchid,1,1.53,730
aaa18445,Orchid,2,31.60,60
aaa18446,Rose,2,58.93,220
aaa18447,Tulip,2,47.84,270
aaa18448,Tulip,2,50.12,20
aaa18449,Lotus,1,94.23,50
aaa18450,Lavender,2,87.50,30
aaa18451,Rose,1,96.50,260
aaa18452,Rose,1,2.76,850
aaa18453,Lotus,1,77.07,880
aaa18454,Orchid,1,94.64,870
aaa18455,Rose,1,28.80,410
aaa18456,Orchid,1,6.17,700
aaa18457,Rose,1,36.11,880
aaa18458,Rose,1,14.24,90
aaa18459,Orchid,1,95.52,330
aaa18460,Lavender,2,81.66,350
aaa18461,Rose,1,16.70,400
aaa18462,Rose,2,87.53,780
aaa18463,Lotus,1,84.87,550
aaa18464,Lavender,1,26.32,820
aaa18465,Orchid,1,43.67,310
aaa18466,Tulip,1,55.35,110
aaa18467,Lotus,2,89.25,930
aaa18468,Rose,1,84.21,580
aaa18469,Lotus,2,70.00,110
aaa18470,Rose,2,82.00,770
aaa18471,Tulip,1,53.27,460
aaa18472,Lavender,1,16.90,960
aaa18473,Lotus,1,20.66,30
aaa18474,Lotus,1,55.58,60
aaa18475,Lavender,2,58.96,450
aaa18476,Lotus,1,94.85,490
aaa18477,Tulip,2,22.02,270
aaa18478,Orchid,2,64.52,190
aaa18479,Lavender,2,40.77,340
aaa18480,Rose,2,48.29,50
aaa18481,Lavender,2,76.68,660
aaa18482,Rose,1,33.29,990
aaa18483,Rose,2,71.27,760
aaa18484,Lotus,1,39.09,780
aaa18485,Lavender,1,5.00,760
aaa18486,Lotus,2,75.30,670
aaa18487,Orchid,1,37.80,370
aaa18488,Orchid,1,49.34,810
aaa18489,Rose,1,64.49,590
aaa18490,Tulip,1,12.01,630
aaa18491,Tulip,1,66.73,110
aaa18492,Lotus,2,77.89,290
aaa18493,Orchid,2,2.12,430
aaa18494,Lavender,1,99.67,930
aaa18495,Rose,1,69.20,570
aaa18496,Rose,1,82.95,310
aaa18497,Lotus,2,71.20,840
aaa18498,Lavender,1,85.99,240
aaa18499,Lavender,1,45.57,450
aaa18500,Orchid,1,53.46,30
aaa18501,Lotus,1,88.68,450
aaa18502,Orchid,1,69.44,360
aaa18503,Orchid,1,92.88,630
aaa18504,Rose,2,99.93,280
aaa18505,Rose,2,91.85,780
aaa18506,Lavender,2,65.67,940
aaa18507,Lavender,1,95.56,810
aaa18508,Orchid,2,5.33,760
aaa18509,Tulip,1,89.50,750
aaa18510,Lotus,2,60.57,440
aaa18511,Lotus,1,36.22,200
aaa18512,Orchid,2,87.80,770
aaa18513,Orchid,1,84.17,210
aaa18514,Rose,1,13.95,540
aaa18515,Rose,2,88.58,580
aaa18516,Tulip,2,81.53,590
aaa18517,Tulip,2,43.66,800
aaa18518,Lavender,2,82.28,910
aaa18519,Tulip,2,28.27,350
aaa18520,Lotus,1,59.42,250
aaa18521,Orchid,2,3.72,780
aaa18522,Lavender,1,81.24,950
aaa18523,Lotus,2,89.33,430
aaa18524,Rose,2,30.19,880
aaa18525,Rose,1,93.82,450
aaa18526,Lotus,1,55.78,350
aaa18527,Lavender,2,42.55,140
aaa18528,Orchid,1,82.68,40
aaa18529,Lotus,1,94.88,980
aaa18530,Orchid,2,25.35,280
aaa18531,Rose,2,45.27,280
aaa18532,Lotus,2,63.52,200
aaa18533,Rose,1,43.81,30
aaa18534,Tulip,1,3.63,650
aaa18535,Tulip,1,54.86,390
aaa18536,Lotus,1,62.32,180
aaa18537,Lavender,1,69.65,820
aaa18538,Tulip,1,87.02,490
aaa18539,Orchid,2,24.94,270
aaa18540,Tulip,1,95.29,130
aaa18541,Rose,2,86.06,740
aaa18542,Rose,2,46.05,220
aaa18543,Rose,2,4.89,370
aaa18544,Orchid,1,76.66,860
aaa18545,Lotus,1,66.62,760
aaa18546,Orchid,2,2.40,750
aaa18547,Orchid,2,46.76,240
aaa18548,Tulip,2,9.80,130
aaa18549,Orchid,2,10.49,210
aaa18550,Lotus,2,20.44,40
aaa18551,Tulip,1,81.43,680
aaa18552,Lavender,1,91.08,410
aaa18553,Lavender,2,36.67,640
aaa18554,Lavender,2,73.84,430
aaa18555,Tulip,1,46.66,140
aaa18556,Lotus,1,72.88,630
aaa18557,Orchid,2,25.03,80
aaa18558,Lotus,2,95.95,550
aaa18559,Rose,2,4.58,970
aaa18560,Orchid,2,10.17,920
aaa18561,Lotus,1,27.33,90
aaa18562,Lotus,2,74.32,790
aaa18563,Orchid,1,89.44,10
aaa18564,Lotus,2,38.77,480
aaa18565,Rose,2,26.22,900
aaa18566,Tulip,1,86.17,820
aaa18567,Lavender,1,5.22,750
aaa18568,Lavender,1,82.85,870
aaa18569,Lavender,1,71.06,170
aaa18570,Lotus,1,33.45,320
aaa18571,Lotus,2,40.37,910
aaa18572,Tulip,2,76.24,980
aaa18573,Tulip,1,83.42,120
aaa18574,Tulip,1,11.40,100
aaa18575,Lotus,2,24.82,160
aaa18576,Orchid,1,65.26,40
aaa18577,Tulip,1,45.40,450
aaa18578,Rose,1,59.97,160
aaa18579,Rose,1,12.26,0
aaa18580,Rose,2,44.20,110
aaa18581,Rose,1,97.45,670
aaa18582,Lotus,2,89.10,270
aaa18583,Lotus,2,21.50,390
aaa18584,Tulip,1,54.14,300
aaa18585,Rose,2,77.16,660
aaa18586,Orchid,1,61.30,430
aaa18587,Rose,2,37.27,650
aaa18588,Rose,2,5.24,770
aaa18589,Tulip,2,14.76,230
aaa18590,Orchid,2,38.24,920
aaa18591,Lotus,1,5.01,710
aaa18592,Lotus,1,53.69,710
aaa18593,Orchid,1,28.82,160
aaa18594,Rose,1,95.21,470
aaa18595,Orchid,2,35.09,980
aaa18596,Tulip,1,97.45,0
aaa18597,Tulip,1,53.45,940
aaa18598,Lavender,2,17.14,800
aaa18599,Lotus,1,67.17,140
aaa18600,Tulip,1,10.81,310
aaa18601,Lotus,2,70.25,710
aaa18602,Lavender,2,50.13,790
aaa18603,Tulip,1,32.73,640
aaa18604,Rose,1,93.59,250
aaa18605,Rose,1,42.44,140
aaa18606,Orchid,1,94.25,420
aaa18607,Tulip,1,14.78,530
aaa18608,Orchid,1,86.08,420
aaa18609,Rose,2,86.50,900
aaa18610,Orchid,1,22.26,440
aaa18611,Lavender,2,34.96,250
aaa18612,Rose,2,62.88,820
aaa18613,Lotus,2,62.08,50
aaa18614,Orchid,1,67.04,600
aaa18615,Rose,2,31.57,350
aaa18616,Rose,2,10.25,250
aaa18617,Tulip,1,8.70,330
aaa18618,Orchid,2,92.66,170
aaa18619,Tulip,1,5.66,270
aaa18620,Orchid,2,44.79,690
aaa18621,Lotus,1,31.88,830
aaa18622,Orchid,1,97.39,180
aaa18623,Orchid,2,76.14,150
aaa18624,Lotus,1,86.72,470
aaa18625,Lavender,1,86.98,380
aaa18626,Lotus,1,79.69,460
aaa18627,Lotus,2,32.39,330
aaa18628,Tulip,1,17.35,450
aaa18629,Tulip,1,92.74,960
aaa18630,Orchid,2,37.41,530
aaa18631,Lotus,1,64.44,190
aaa18632,Orchid,2,92.18,670
aaa18633,Orchid,2,86.53,960
aaa18634,Rose,2,50.11,0
aaa18635,Lotus,1,30.04,590
aaa18636,Lotus,1,48.46,210
aaa18637,Rose,2,40.94,980
aaa18638,Lotus,2,89.23,20
aaa18639,Tulip,2,89.11,370
aaa18640,Lavender,2,85.11,440
aaa18641,Lotus,2,44.20,910
aaa18642,Tulip,1,93.16,820
aaa18643,Orchid,1,64.82,800
aaa18644,Lavender,2,19.99,70
aaa18645,Rose,1,36.19,650
aaa18646,Orchid,1,88.64,500
aaa18647,Orchid,1,82.08,370
aaa18648,Tulip,2,20.28,170
aaa18649,Lavender,2,92.35,950
aaa18650,Orchid,2,81.87,510
aaa18651,Orchid,2,2.02,460
aaa18652,Tulip,1,73.51,830
aaa18653,Lotus,1,66.14,580
aaa18654,Lavender,1,53.25,850
aaa18655,Lavender,1,76.43,820
aaa18656,Tulip,1,77.78,740
aaa18657,Lavender,2,51.03,490
aaa18658,Orchid,2,47.59,810
aaa18659,Tulip,1,56.26,590
aaa18660,Lavender,2,89.10,130
aaa18661,Orchid,2,1.38,700
aaa18662,Tulip,2,52.79,300
aaa18663,Tulip,2,49.28,670
aaa18664,Lavender,1,66.80,70
aaa18665,Rose,2,54.29,970
aaa18666,Orchid,1,61.05,140
aaa18667,Lavender,1,31.74,370
aaa18668,Orchid,2,13.18,650
aaa18669,Orchid,1,66.88,810
aaa18670,Tulip,2,72.08,990
aaa18671,Rose,1,42.18,710
aaa18672,Orchid,2,24.66,430
aaa18673,Lotus,2,70.30,140
aaa18674,Tulip,1,70.12,870
aaa18675,Orchid,2,84.13,490
aaa18676,Orchid,1,37.07,170
aaa18677,Orchid,1,13.70,70
aaa18678,Tulip,2,41.39,270
aaa18679,Tulip,1,19.95,810
aaa18680,Rose,2,97.09,730
aaa18681,Tulip,1,41.01,80
aaa18682,Rose,2,48.52,850
aaa18683,Orchid,1,12.13,150
aaa18684,Tulip,1,94.65,180
aaa18685,Lavender,1,99.27,750
aaa18686,Rose,2,38.07,360
aaa18687,Orchid,2,67.34,620
aaa18688,Rose,2,50.81,800
aaa18689,Rose,1,96.69,230
aaa18690,Rose,1,41.76,10
aaa18691,Tulip,1,35.06,880
aaa18692,Lotus,2,68.81,990
aaa18693,Lavender,2,31.20,680
aaa18694,Rose,1,60.54,580
aaa18695,Rose,1,82.48,340
aaa18696,Lavender,2,61.39,440
aaa18697,Lotus,2,97.01,370
aaa18698,Tulip,2,31.63,530
aaa18699,Orchid,1,11.11,950
aaa18700,Lotus,1,41.34,750
aaa18701,Lavender,2,19.30,180
aaa18702,Rose,2,43.62,730
aaa18703,Lavender,1,19.95,990
aaa18704,Orchid,2,49.34,280
aaa18705,Orchid,1,43.55,110
aaa18706,Lavender,2,64.14,120
aaa18707,Lotus,1,11.81,440
aaa18708,Orchid,2,16.46,130
aaa18709,Lotus,2,91.64,170
aaa18710,Tulip,1,64.37,270
aaa18711,Rose,1,72.23,170
aaa18712,Lavender,2,92.00,80
aaa18713,Lavender,1,57.88,710
aaa18714,Lotus,1,22.50,750
aaa18715,Lotus,1,79.45,60
aaa18716,Lotus,1,98.66,900
aaa18717,Lotus,2,43.58,380
aaa18718,Lotus,1,22.13,190
aaa18719,Lavender,2,60.18,900
aaa18720,Tulip,1,80.88,120
aaa18721,Lotus,2,8.43,10
aaa18722,Lotus,2,47.85,0
aaa18723,Lavender,1,75.80,250
aaa18724,Orchid,2,14.36,890
aaa18725,Tulip,1,16.58,920
aaa18726,Rose,2,42.42,880
aaa18727,Lavender,1,9.20,590
aaa18728,Tulip,2,16.49,160
aaa18729,Lotus,1,52.61,880
aaa18730,Lavender,2,68.03,560
aaa18731,Lotus,1,38.33,690
aaa18732,Lavender,1,45.66,310
aaa18733,Lotus,1,30.84,920
aaa18734,Lavender,1,0.54,630
aaa18735,Rose,2,41.46,490
aaa18736,Lavender,2,17.68,90
aaa18737,Lotus,1,72.65,260
aaa18738,Lavender,2,0.52,420
aaa18739,Lavender,1,16.59,630
aaa18740,Tulip,2,35.03,690
aaa18741,Orchid,1,1.67,310
aaa18742,Rose,1,90.90,200
aaa18743,Tulip,1,14.77,210
aaa18744,Orchid,2,56.54,420
aaa18745,Tulip,2,57.56,910
aaa18746,Tulip,2,95.30,370
aaa18747,Rose,1,92.46,0
aaa18748,Lavender,1,2.55,430
aaa18749,Lotus,2,9.73,500
aaa18750,Tulip,1,30.32,550
aaa18751,Orchid,1,70.82,620
aaa18752,Orchid,2,80.93,680
aaa18753,Orchid,1,56.95,460
aaa18754,Lavender,1,65.53,110
aaa18755,Rose,2,94.35,980
aaa18756,Lavender,1,32.30,470
aaa18757,Lotus,2,77.00,880
aaa18758,Lotus,1,84.83,220
aaa18759,Orchid,1,39.27,390
aaa18760,Rose,2,4.99,620
aaa18761,Lavender,2,24.87,410
aaa18762,Lotus,2,36.44,680
aaa18763,Tulip,1,52.03,490
aaa18764,Lotus,2,8.65,420
aaa18765,Lavender,1,20.17,880
aaa18766,Tulip,1,48.58,210
aaa18767,Lavender,1,27.92,60
aaa18768,Lotus,2,86.12,280
aaa18769,Orchid,1,89.90,620
aaa18770,Lavender,1,2.59,460
aaa18771,Tulip,2,69.19,90
aaa18772,Rose,2,87.43,700
aaa18773,Lotus,2,17.31,940
aaa18774,Tulip,1,5.10,120
aaa18775,Rose,1,13.08,150
aaa18776,Rose,2,74.39,530
aaa18777,Tulip,1,69.43,730
aaa18778,Lavender,2,12.15,270
aaa18779,Rose,2,12.43,530
aaa18780,Lotus,1,99.58,210
aaa18781,Tulip,2,57.58,480
aaa18782,Orchid,2,19.99,520
aaa18783,Lotus,2,45.82,300
aaa18784,Orchid,1,63.60,870
aaa18785,Lotus,1,19.65,290
aaa18786,Tulip,1,5.04,590
aaa18787,Lavender,1,90.64,280
aaa18788,Tulip,2,33.76,600
aaa18789,Lavender,1,80.91,780
aaa18790,Lotus,2,65.39,0
aaa18791,Lavender,2,95.28,490
aaa18792,Lavender,2,24.88,280
aaa18793,Lavender,1,54.68,280
aaa18794,Rose,2,53.95,620
aaa18795,Lavender,2,29.43,910
aaa18796,Orchid,2,41.39,950
aaa18797,Lavender,2,55.59,130
aaa18798,Lotus,2,49.53,860
aaa18799,Rose,2,6.17,110
aaa18800,Orchid,1,10.37,950
aaa18801,Lavender,1,50.56,820
aaa18802,Rose,1,12.26,250
aaa18803,Rose,2,0.65,660
aaa18804,Rose,1,67.69,660
aaa18805,Lotus,1,94.63,120
aaa18806,Rose,2,7.09,810
aaa18807,Rose,1,55.89,490
aaa18808,Rose,1,71.17,570
aaa18809,Orchid,2,18.33,970
aaa18810,Orchid,1,51.31,980
aaa18811,Lotus,1,99.66,240
aaa18812,Orchid,2,22.36,160
aaa18813,Lavender,2,33.20,520
aaa18814,Tulip,2,59.93,290
aaa18815,Lavender,2,69.26,530
aaa18816,Tulip,1,10.96,900
aaa18817,Tulip,1,34.11,330
aaa18818,Lotus,1,97.73,990
aaa18819,Lavender,2,44.25,180
aaa18820,Lavender,2,71.95,820
aaa18821,Rose,1,8.99,450
aaa18822,Orchid,1,28.04,620
aaa18823,Lavender,2,15.44,710
aaa18824,Rose,1,67.68,370
aaa18825,Rose,1,49.65,110
aaa18826,Tulip,2,35.25,610
aaa18827,Orchid,1,72.12,540
aaa18828,Tulip,2,26.62,900
aaa18829,Tulip,2,90.32,380
aaa18830,Lotus,1,80.43,690
aaa18831,Tulip,1,89.80,410
aaa18832,Tulip,2,6.94,300
aaa18833,Tulip,1,79.72,300
aaa18834,Tulip,2,25.73,810
aaa18835,Lotus,1,26.00,430
aaa18836,Lavender,2,74.12,300
aaa18837,Orchid,2,34.66,390
aaa18838,Tulip,1,46.57,880
aaa18839,Lotus,2,61.90,800
aaa18840,Lavender,1,22.37,570
aaa18841,Lotus,2,48.31,30
aaa18842,Lavender,1,83.97,100
aaa18843,Lavender,1,49.96,280
aaa18844,Tulip,1,14.02,420
aaa18845,Rose,2,8.19,240
aaa18846,Rose,1,45.36,520
aaa18847,Lavender,2,56.82,300
aaa18848,Orchid,1,51.24,820
aaa18849,Lotus,1,51.96,360
aaa18850,Tulip,2,44.31,970
aaa18851,Orchid,1,73.18,500
aaa18852,Lotus,2,66.27,540
aaa18853,Lavender,1,66.68,510
aaa18854,Lavender,1,81.58,960
aaa18855,Tulip,1,25.13,110
aaa18856,Lavender,1,73.75,540
aaa18857,Lotus,2,77.99,360
aaa18858,Orchid,1,84.37,640
aaa18859,Lotus,1,89.82,600
aaa18860,Rose,2,56.69,30
aaa18861,Rose,1,55.80,230
aaa18862,Lotus,1,54.98,740
aaa18863,Lavender,2,16.81,870
aaa18864,Lavender,1,64.15,910
aaa18865,Tulip,2,21.26,670
aaa18866,Rose,1,91.13,880
aaa18867,Rose,2,23.94,890
aaa18868,Rose,2,21.38,620
aaa18869,Rose,2,23.02,50
aaa18870,Lavender,1,1.92,380
aaa18871,Rose,1,86.40,620
aaa18872,Rose,2,0.97,870
aaa18873,Tulip,1,57.15,430
aaa18874,Lotus,1,35.46,520
aaa18875,Orchid,1,90.74,460
aaa18876,Tulip,1,8.31,20
aaa18877,Tulip,2,88.04,770
aaa18878,Tulip,1,83.76,70
aaa18879,Orchid,2,10.02,460
aaa18880,Tulip,2,48.34,760
aaa18881,Lavender,1,30.98,670
aaa18882,Lavender,2,54.70,690
aaa18883,Tulip,2,56.40,970
aaa18884,Orchid,2,46.08,640
aaa18885,Lavender,1,82.38,580
aaa18886,Lavender,1,84.88,630
aaa18887,Lavender,2,78.38,450
aaa18888,Tulip,2,27.80,410
aaa18889,Lavender,1,61.86,700
aaa18890,Rose,1,69.86,290
aaa18891,Orchid,2,60.57,330
aaa18892,Rose,2,53.08,800
aaa18893,Orchid,1,25.82,160
aaa18894,Rose,2,30.17,990
aaa18895,Lotus,1,48.23,800
aaa18896,Tulip,1,49.05,710
aaa18897,Tulip,2,75.23,550
aaa18898,Tulip,2,0.66,560
aaa18899,Orchid,1,39.33,900
aaa18900,Orchid,1,97.55,510
aaa18901,Orchid,1,65.39,80
aaa18902,Orchid,2,21.03,420
aaa18903,Lotus,2,42.60,600
aaa18904,Orchid,2,7.80,420
aaa18905,Rose,1,41.30,400
aaa18906,Rose,1,29.96,530
aaa18907,Lotus,1,39.38,710
aaa18908,Orchid,1,2.21,320
aaa18909,Lavender,1,19.81,530
aaa18910,Lavender,2,11.53,350
aaa18911,Tulip,2,40.94,960
aaa18912,Rose,2,85.96,150
aaa18913,Lavender,1,78.08,380
aaa18914,Rose,2,53.19,710
aaa18915,Lavender,2,85.80,100
aaa18916,Lotus,2,74.14,930
aaa18917,Rose,2,73.05,440
aaa18918,Orchid,1,26.18,110
aaa18919,Lavender,1,2.22,130
aaa18920,Lotus,1,97.89,200
aaa18921,Orchid,2,4.41,390
aaa18922,Lotus,1,20.44,410
aaa18923,Rose,1,67.53,870
aaa18924,Orchid,2,60.73,70
aaa18925,Orchid,1,49.12,490
aaa18926,Orchid,1,69.85,60
aaa18927,Rose,1,30.16,900
aaa18928,Rose,1,24.16,470
aaa18929,Lotus,2,89.09,390
aaa18930,Lotus,2,54.71,460
aaa18931,Orchid,1,3.97,930
aaa18932,Tulip,1,7.65,750
aaa18933,Rose,1,86.28,690
aaa18934,Rose,1,9.27,430
aaa18935,Tulip,2,2.84,20
aaa18936,Tulip,2,75.99,320
aaa18937,Lavender,2,83.46,370
aaa18938,Rose,2,4.70,540
aaa18939,Lotus,2,6.66,840
aaa18940,Orchid,1,26.58,590
aaa18941,Lavender,2,82.70,210
aaa18942,Lotus,1,19.11,250
aaa18943,Lotus,1,7.90,660
aaa18944,Tulip,1,25.64,130
aaa18945,Lotus,2,42.98,780
aaa18946,Lavender,1,95.70,400
aaa18947,Rose,1,72.48,250
aaa18948,Orchid,1,50.13,870
aaa18949,Rose,1,3.62,310
aaa18950,Rose,1,32.19,680
aaa18951,Lavender,1,67.17,820
aaa18952,Lotus,2,79.62,830
aaa18953,Orchid,1,91.44,870
aaa18954,Orchid,2,19.83,660
aaa18955,Lavender,2,95.37,90
aaa18956,Tulip,2,89.91,320
aaa18957,Lavender,2,33.57,390
aaa18958,Rose,2,73.57,260
aaa18959,Orchid,1,43.47,410
aaa18960,Lotus,2,44.26,720
aaa18961,Lotus,1,40.21,800
aaa18962,Lotus,2,52.56,250
aaa18963,Rose,1,7.17,990
aaa18964,Orchid,1,33.02,460
aaa18965,Orchid,2,35.74,780
aaa18966,Tulip,2,28.36,450
aaa18967,Lavender,1,54.37,210
aaa18968,Lotus,2,59.27,710
aaa18969,Tulip,1,7.83,980
aaa18970,Tulip,1,79.31,520
aaa18971,Lavender,1,0.91,650
aaa18972,Rose,1,3.11,450
aaa18973,Orchid,1,18.98,910
aaa18974,Lotus,1,7.91,210
aaa18975,Lotus,2,74.67,120
aaa18976,Rose,2,40.32,770
aaa18977,Tulip,2,14.34,140
aaa18978,Rose,1,79.02,230
aaa18979,Lotus,2,52.82,800
aaa18980,Lotus,2,38.70,940
aaa18981,Lotus,2,14.28,40
aaa18982,Orchid,2,44.08,860
aaa18983,Rose,2,9.78,740
aaa18984,Rose,1,53.42,630
aaa18985,Lotus,1,16.11,720
aaa18986,Lotus,2,53.75,850
aaa18987,Tulip,2,80.77,460
aaa18988,Tulip,2,59.87,90
aaa18989,Lavender,2,62.12,650
aaa18990,Orchid,1,6.88,910
aaa18991,Lavender,1,60.85,410
aaa18992,Lotus,2,39.93,240
aaa18993,Orchid,1,5.13,200
aaa18994,Lotus,1,51.07,510
aaa18995,Lavender,2,42.65,20
aaa18996,Lavender,2,84.92,40
aaa18997,Orchid,2,21.36,10
aaa18998,Lotus,1,18.30,600
aaa18999,Lavender,1,32.56,790
aaa19000,Tulip,2,57.16,700
aaa19001,Rose,1,20.88,20
aaa19002,Tulip,2,7.98,390
aaa19003,Lavender,1,2.71,870
aaa19004,Tulip,1,98.73,520
aaa19005,Orchid,2,68.29,350
aaa19006,Tulip,1,94.35,520
aaa19007,Lavender,1,43.31,830
aaa19008,Lotus,2,52.89,440
aaa19009,Lavender,2,62.05,680
aaa19010,Rose,2,13.91,60
aaa19011,Lotus,2,78.73,470
aaa19012,Lavender,2,59.25,750
aaa19013,Lavender,1,80.96,930
aaa19014,Tulip,2,60.83,730
aaa19015,Lotus,1,82.79,660
aaa19016,Lavender,2,58.78,150
aaa19017,Lavender,1,38.85,830
aaa19018,Lotus,1,54.80,30
aaa19019,Lotus,1,3.19,350
aaa19020,Rose,1,98.35,300
aaa19021,Tulip,1,54.40,980
aaa19022,Orchid,1,73.76,790
aaa19023,Lotus,2,86.33,10
aaa19024,Orchid,2,31.11,950
aaa19025,Rose,1,38.37,400
aaa19026,Lotus,1,77.55,940
aaa19027,Tulip,2,66.01,990
aaa19028,Lavender,2,25.46,580
aaa19029,Rose,1,90.87,320
aaa19030,Lavender,2,44.33,90
aaa19031,Orchid,2,45.02,630
aaa19032,Orchid,1,91.76,870
aaa19033,Rose,1,58.90,560
aaa19034,Lavender,2,11.84,960
aaa19035,Rose,2,90.23,290
aaa19036,Lotus,1,64.65,500
aaa19037,Lavender,2,0.23,380
aaa19038,Lavender,1,4.64,590
aaa19039,Orchid,1,35.13,430
aaa19040,Lotus,1,83.41,560
aaa19041,Lavender,2,37.19,740
aaa19042,Lotus,1,87.55,670
aaa19043,Lotus,2,8.40,480
aaa19044,Lotus,1,9.63,940
aaa19045,Lavender,2,60.38,480
aaa19046,Tulip,2,88.57,590
aaa19047,Orchid,2,12.84,940
aaa19048,Lotus,1,23.91,940
aaa19049,Tulip,1,61.65,650
aaa19050,Orchid,1,34.65,150
aaa19051,Tulip,1,88.66,760
aaa19052,Lotus,2,20.96,130
aaa19053,Lavender,2,94.88,330
aaa19054,Orchid,1,62.39,530
aaa19055,Lavender,2,28.67,890
aaa19056,Tulip,2,4.39,60
aaa19057,Orchid,1,10.14,130
aaa19058,Lavender,1,58.02,690
aaa19059,Lavender,2,35.51,540
aaa19060,Orchid,2,53.64,660
aaa19061,Orchid,1,65.37,360
aaa19062,Tulip,1,59.79,780
aaa19063,Lavender,2,79.62,270
aaa19064,Rose,2,53.54,200
aaa19065,Lavender,2,40.15,910
aaa19066,Lavender,1,35.94,620
aaa19067,Lavender,1,69.28,980
aaa19068,Lavender,1,96.16,680
aaa19069,Rose,1,22.13,180
aaa19070,Lavender,2,32.85,60
aaa19071,Rose,1,51.44,560
aaa19072,Tulip,1,42.36,840
aaa19073,Orchid,2,29.22,930
aaa19074,Rose,2,58.73,190
aaa19075,Tulip,1,7.06,560
aaa19076,Lavender,1,32.60,170
aaa19077,Lavender,1,23.08,170
aaa19078,Orchid,2,50.27,200
aaa19079,Lotus,2,31.78,770
aaa19080,Tulip,1,20.76,700
aaa19081,Rose,2,99.77,600
aaa19082,Orchid,2,87.69,830
aaa19083,Lotus,2,77.60,560
aaa19084,Rose,2,22.48,320
aaa19085,Rose,2,90.21,980
aaa19086,Orchid,2,32.24,450
aaa19087,Lotus,1,24.91,660
aaa19088,Rose,1,39.33,390
aaa19089,Lavender,1,86.89,960
aaa19090,Lavender,1,34.09,80
aaa19091,Lotus,2,66.73,380
aaa19092,Orchid,2,44.91,640
aaa19093,Tulip,1,24.24,910
aaa19094,Orchid,1,12.55,850
aaa19095,Tulip,2,30.65,700
aaa19096,Lotus,1,85.50,880
aaa19097,Lavender,1,4.70,680
aaa19098,Lavender,2,34.26,420
aaa19099,Rose,2,10.31,690
aaa19100,Lavender,2,32.93,190
aaa19101,Tulip,1,69.22,370
aaa19102,Tulip,1,24.04,480
aaa19103,Rose,2,18.46,520
aaa19104,Rose,1,79.04,790
aaa19105,Tulip,2,19.90,290
aaa19106,Tulip,1,92.02,70
aaa19107,Lotus,1,39.83,890
aaa19108,Rose,2,97.78,790
aaa19109,Rose,2,11.08,480
aaa19110,Lotus,1,91.48,430
aaa19111,Tulip,2,61.52,680
aaa19112,Orchid,1,37.78,190
aaa19113,Tulip,2,60.60,30
aaa19114,Orchid,1,34.64,940
aaa19115,Lavender,1,57.51,810
aaa19116,Orchid,1,16.78,630
aaa19117,Rose,1,14.41,20
aaa19118,Lavender,1,98.18,10
aaa19119,Lavender,1,13.91,570
aaa19120,Orchid,1,95.85,390
aaa19121,Tulip,1,7.82,580
aaa19122,Orchid,1,92.05,420
aaa19123,Lavender,1,96.90,780
aaa19124,Lavender,1,61.93,830
aaa19125,Lotus,1,94.92,440
aaa19126,Lotus,1,99.20,210
aaa19127,Rose,2,39.63,820
aaa19128,Rose,1,24.11,20
aaa19129,Lavender,1,5.72,200
aaa19130,Lavender,1,36.41,190
aaa19131,Orchid,1,16.63,650
aaa19132,Tulip,2,4.48,750
aaa19133,Lavender,2,95.95,810
aaa19134,Rose,1,95.43,340
aaa19135,Lotus,2,39.68,60
aaa19136,Tulip,1,75.11,500
aaa19137,Tulip,2,15.07,480
aaa19138,Tulip,1,19.52,800
aaa19139,Lotus,1,61.11,610
